model_id_1,model_id_2,queries,official_internal_bv,candidate_internal_bv,official_root_bv,candidate_primitive_root_bv,official_total_rss,candidate_total_rss,official_triangles,candidate_triangles,distance_filter_skips,containment_filter_checks,containment_filter_skips,axis_filter_checks,axis_filter_skips,official_fp,official_fn,candidate_fp,candidate_fn
18,5,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
18,21,4206,62438,0,4206,4206,66644,4206,0,0,29442,0,0,29442,29442,0,0,0,0
19,2,4206,0,0,4206,11110,4206,11110,0,0,258074,0,0,272173,258074,0,0,0,0
19,3,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
19,4,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
19,5,4206,0,0,4206,4206,4206,4206,0,0,264978,0,0,264978,264978,0,0,0,0
19,17,4206,8412,0,4206,9900,12618,9900,0,0,259284,0,0,276423,259284,0,0,0,0
19,21,4206,0,0,4206,4206,4206,4206,0,0,29442,0,0,29442,29442,0,0,0,0
20,17,4621,0,0,4621,4621,4621,4621,0,0,291123,0,0,291123,291123,0,0,0,0
20,18,4621,0,0,4621,4621,4621,4621,0,0,291123,0,0,291123,291123,0,0,0,0
20,19,4621,0,0,4621,4621,4621,4621,0,0,291123,0,0,291123,291123,0,0,0,0
20,26,1317,0,0,1317,1317,1317,1317,0,0,9219,0,0,9219,9219,0,0,0,0
20,37,2889,0,0,2889,2889,2889,2889,0,0,20223,0,0,20223,20223,0,0,0,0
26,2,1317,0,0,1317,1317,1317,1317,0,0,9219,0,0,9219,9219,0,0,0,0
26,3,1317,0,0,1317,1317,1317,1317,0,0,9219,0,0,9219,9219,0,0,0,0
26,4,1317,0,0,1317,1317,1317,1317,0,0,9219,0,0,9219,9219,0,0,0,0
26,5,1317,0,0,1317,1317,1317,1317,0,0,9219,0,0,9219,9219,0,0,0,0
26,17,1317,2634,0,1317,1317,3951,1317,0,0,9219,0,0,9219,9219,0,0,0,0
26,18,1317,13170,34242,1317,1317,14487,35559,0,1317,0,0,0,63216,0,0,0,1317,0
30,4,353,0,0,353,353,353,353,0,0,2471,0,0,2471,2471,0,0,0,0
34,4,48,0,0,48,59,48,59,0,0,325,0,0,336,325,0,0,0,0
36,4,542,10,0,542,689,552,689,0,0,3647,0,0,3795,3647,0,0,0,0
37,2,2889,0,0,2889,2889,2889,2889,0,0,20223,0,0,20223,20223,0,0,0,0
37,3,2889,0,0,2889,2889,2889,2889,0,0,20223,0,0,20223,20223,0,0,0,0
37,4,2889,0,0,2889,2889,2889,2889,0,0,20223,0,0,20223,20223,0,0,0,0
37,5,2889,0,0,2889,2889,2889,2889,0,0,20223,0,0,20223,20223,0,0,0,0
37,17,2889,5778,0,2889,2889,8667,2889,0,0,20223,0,0,20223,20223,0,0,0,0
37,18,2889,28890,75114,2889,2889,31779,78003,0,2889,0,0,0,138672,0,0,0,2889,0
